Word,FREQcount
angelical,1
angelically,3
angelina,58
angeline,6
angelique,22
angelito,28
angels,744
angelus,326
anger,991
angered,28
angering,4
angers,19
angina,46
angiogram,20
angiography,3
angioma,7
angiomas,4
angioplasty,16
angiosperms,1
angle,761
angled,12
angler,19
anglers,2
angles,164
angleworm,1
anglican,3
anglicized,3
angling,22
anglo,6
anglophile,7
anglophilia,1
anglos,3
angola,22
angora,21
angrier,37
angriest,8
angrily,20
angry,3008
angst,47
angstrom,4
angstroms,1
anguish,110
anguished,13
anguishes,1
angular,7
angulated,3
angulation,3
angus,208
anharmonic,1
anhedonia,1
anhedonic,4
anhedral,1
anhydride,1
anhydrotic,1
ani,6
anil,5
aniline,6
anima,10
animal,2320
animala,16
animalculous,1
animalistic,5
animality,6
animals,1993
animas,2
animate,3
animated,61
animates,2
animating,4
animation,62
animations,1
animator,2
animators,1
anime,6
animists,1
animosities,2
animosity,31
animus,5
anion,1
anions,2
anise,3
anisette,2
ankara,24
ankh,17
ankhs,1
ankle,409
anklebone,1
ankles,219
anklet,21
anklets,7
ankus,1
ankylosis,1
ann,1296
anna,1738
annal,1
annals,33
annapolis,42
annas,3
annatto,1
anne,1065
annex,43
annexation,7
annexe,8
annexed,7
annexes,1
annexing,3
anni,5
annie,1769
annihilate,36
annihilated,32
annihilates,1
annihilating,7
annihilation,41
annihilators,1
anniversaries,28
anniversary,939
anno,3
annotate,3
annotated,3
annotating,1
annotations,1
announce,498
announced,289
announcement,525
announcements,68
announcer,574
announcers,6
announces,58
announcing,127
annoy,128
annoyance,25
annoyances,6
annoyed,175
annoyer,1
annoying,567
annoyingly,11
annoys,31
annual,367
annually,25
annuals,2
annuities,5
annuity,18
annul,26
annular,1
annulled,42
annulling,2
annulment,76
annulments,1
annuls,1
annum,5
annunciation,1
annunciator,1
anode,8
anodised,1
anodization,1
anodized,3
anodyne,1
anoint,10
anointed,38
anointing,13
anoints,1
anomalies,38
anomalous,17
anomaly,63
anon,20
anonyme,2
anonymity,46
anonymous,429
anonymously,35
anonyms,1
anopheles,1
anorectic,2
anorexia,13
anorexic,29
anorexics,4
anoscopy,1
anosmatic,1
anosmia,2
another,25970
anoxia,6
ans,7
anschluss,4
answer,8986
answerable,9
answered,775
answering,715
answers,1527
ant,273
antacid,16
antacids,10
antaeus,1
antagonise,7
antagonising,2
antagonism,11
antagonist,13
antagonistic,22
antagonists,8
antagonize,27
antagonized,4
antagonizes,2
antagonizing,11
antarctic,31
antarctica,53
antares,11
ante,111
anteater,11
antebellum,5
antecedent,3
antecedents,5
antechamber,4
antecubital,2
anted,1
antediluvian,4
anteflexed,1
anteing,1
antelope,50
antelopes,2
antemortem,2
antenatal,2
antenna,122
antennae,28
antennas,22
anterior,48
anteriorly,1
anterograde,4
anterolateral,1
anteroom,8
anterooms,2
antes,2
anteverted,1
anthelmintic,1
anthem,96
anthems,3
anther,2
anthers,1
anthill,29
anthills,6
anthologies,1
anthologized,1
anthology,14
anthony,785
anthozoa,3
anthracite,3
anthrax,66
anthropic,2
anthropoid,3
anthropological,26
anthropologically,5
anthropologist,53
anthropologists,9
anthropology,67
anthropomancy,1
anthropomorphise,1
anthropomorphization,1
anthropomorphizing,2
anthropophagy,3
anti,26
antiaircraft,25
antibacterial,17
antibiotic,33
antibiotics,187
antibodies,30
antibody,13
antic,4
anticholinergic,1
antichrist,49
antichrists,1
anticipate,129
anticipated,134
anticipates,7
anticipating,53
anticipation,127
anticipations,1
anticipatory,6
anticlimactic,10
anticlimax,4
anticline,1
anticlockwise,2
anticoagulant,3
anticoagulants,1
anticoagulation,2
anticommunism,1
anticommunist,1
anticorrosive,1
antics,50
antidemocratic,1
antidepressant,18
antidepressants,36
antidepressive,1
antidisestablishmentarianism,2
antidotal,1
antidote,221
antidotes,9
antiestablishment,3
antifascist,1
antifeminist,2
antifreeze,16
antifungal,1
antigen,19
antigens,6
antigone,3
antigovernment,4
antigravitational,2
antigravity,28
antigun,1
antihero,1
antiheroes,1
antihistamine,12
antihistamines,10
antihuman,1
antilles,6
antimatter,10
antimilitary,1
antimissile,2
antimony,1
antineoplastic,1
antineutrons,1
antinuclear,1
antioxidant,1
antioxidants,6
antipasto,8
antipathy,4
antipersonnel,5
antiperspirant,7
antipodes,2
antiprotons,1
antipsychotic,6
antiquarian,2
antiquated,28
antique,309
antiques,137
antiquing,10
antiquities,26
antiquity,14
antisepsis,1
antiseptic,44
antiseptics,3
antiserum,9
antiship,1
antislavery,1
antisocial,41
antispasmodic,1
antitank,5
antithesis,16
antithetical,2
antitoxin,18
antitrust,12
antivenin,3
antivenom,13
antiviral,1
antivirals,3
antivirus,1
antivivisection,2
antivivisectionist,1
antiwar,16
antler,15
antlers,46
antoinette,63
antonio,319
antony,29
antonyms,2
antres,1
antrum,1
ants,365
antsier,1
antsy,32
antwerp,28
anuran,2
anus,56
anuses,1
anvil,32
anvils,8
anxieties,27
anxiety,345
anxious,719
anxiously,31
any,56068
anybodies,1
anybody,11573
anyhow,773
anymore,9597
anyone,13018
anyplace,277
anything,46270
anythings,1
anytime,1248
anyway,12164
anyways,444
anywhere,4501
anywheres,12
anywhy,1
aoli,1
aorta,78
aortal,1
aortic,24
aortography,1
ap,104
apa,3
apace,3
apache,251
apaches,107
apaid,1
apart,2398
apartheid,19
apartment,4235
apartments,215
apartness,1
apathetic,18
apathy,24
apatite,2
apatosaurus,1
ape,493
apelike,2
apeman,1
aperitif,19
aperitifs,1
apert,1
aperture,14
apes,209
apex,43
aphasia,9
aphasic,3
aphid,4
aphids,12
aphis,3
aphonia,2
aphorism,1
aphorisms,5
aphrodisia,1
aphrodisiac,82
aphrodisiacs,21
aphrodite,101
apiary,2
apices,3
apiece,202
aping,1
apish,1
apl,4
aplasia,1
aplastic,5
aplenty,11
aplomb,8
apnea,8
apneic,6
apocalypse,126
apocalyptic,18
apocrine,1
apocrypha,2
apogee,4
apolitical,6
apollo,360
apollonian,1
apologetic,22
apologia,2
apologias,1
apologies,449
apologise,399
apologised,32
apologising,29
apologist,1
apologists,1
apologize,2518
apologized,183
apologizes,21
apologizing,139
apology,804
apoplectic,8
apoplexy,9
aport,5
apostate,3
apostatized,1
apostle,71
apostles,30
apostolate,1
apostrophe,12
apostrophes,1
apothecaries,3
apothecary,20
apotheosis,4
app,8
appal,2
appalachia,10
appalachian,5
appalachians,3
appalled,59
appalling,99
appallingly,3
appalls,1
appaloosa,3
appaloosas,3
appals,2
apparatchik,2
apparatus,77
apparatuses,2
apparel,35
apparelled,1
apparent,215
apparently,2415
apparition,39
apparitions,5
appartement,2
appassionata,1
appassionato,1
appeal,663
appealed,55
appealing,162
appeals,137
appear,1192
appearance,591
appearances,156
appeared,499
appearing,119
appears,1074
appease,25
appeased,9
appeasement,10
appeasements,1
appeaser,2
appeases,1
appeasing,3
appel,1
appellant,7
appellate,17
appellation,8
appendage,21
appendages,8
appendectomies,1
appendectomy,33
appended,4
appendicectomy,1
appendices,2
appendicitis,48
appendix,133
appendixes,1
apperception,1
appertaining,2
appetiser,3
appetisers,5
appetising,3
appetit,31
appetite,456
appetites,46
appetizer,61
appetizers,54
appetizing,32
applaud,109
applauded,27
applauders,1
applauding,39
applauds,12
applause,576
apple,1207
applecart,1
applejack,29
apples,423
applesauce,30
applewood,2
appliance,41
appliances,56
applicability,2
applicable,14
applicant,31
applicants,44
applicate,1
application,510
applications,158
applicator,10
applied,314
applies,127
appling,1
apply,638
applying,184
appoint,104
appointed,270
appointee,4
appointees,3
appointing,22
appointment,1559
appointments,173
appoints,6
appomattox,8
apportioned,2
apposed,11
appraisal,39
appraisals,5
appraise,10
appraised,23
appraiser,11
appraisers,4
appraising,4
appreciable,3
appreciably,1
appreciate,4373
appreciated,292
appreciates,159
appreciating,36
appreciation,261
appreciations,1
appreciative,41
appreciatively,6
appreciator,3
apprehend,73
apprehended,105
apprehending,20
apprehensibility,1
apprehension,39
apprehensions,1
apprehensive,28
apprentice,99
apprenticed,7
apprentices,10
apprenticeship,7
apprenticeships,1
apprenticing,2
apprise,7
apprised,37
apprising,3
approach,1070
approachable,4
approached,220
approaches,171
approaching,653
approbation,6
appropriate,657
appropriated,13
appropriately,55
appropriateness,2
appropriating,1
appropriation,8
appropriations,23
approval,428
approvals,7
approve,580
approved,331
approves,44
approving,16
approximal,1
approximate,64
approximated,10
approximately,380
approximates,2
approximating,2
approximation,3
approximations,1
approximatively,1
apps,10
apr,2
apraxia,1
apres,3
apricot,32
apricots,14
april,1053
apriority,2
apron,136
aproned,1
aprons,18
apropos,17
apt,89
apterygote,1
aptitude,55
aptitudes,2
aptly,20
aq,1
aqua,70
aquacade,1
aqualung,5
aqualungs,1
aquamarine,23
aquarian,4
aquarians,3
aquarium,141
aquariums,7
aquarius,58
aquatic,28
aquatics,3
aquavit,3
aqueduct,17
aqueducts,6
aqueous,5
aquifer,2
aquila,18
aquiline,1
aquilino,2
aquinas,6
aquiver,7
ar,114
ara,10
arab,174
arabesque,5
arabia,76
arabian,63
arabians,10
arabic,174
arable,1
arabs,108
araby,16
arachne,5
arachnid,13
arachnids,12
arachnoid,3
arachnophobia,6
aragonite,1
aramaic,31
arango,5
arapaho,5
araucanian,1
arb,3
arbiter,10
arbiters,5
arbitrage,9
arbitrager,1
arbitrageurs,1
arbitrament,1
arbitrarily,17
arbitrary,52
arbitrate,2
arbitrates,1
arbitration,23
arbitrations,1
arbitrator,4
arbor,39
arboreal,6
arboretum,10
arboretums,2
arborist,2
arbors,2
arbour,2
arbs,1
arbutus,2
arc,247
arcade,111
arcades,12
arcadia,49
arcadians,1
arcana,4
arcane,21
arcanum,2
arced,3
arch,188
archaeological,48
archaeologist,57
archaeologists,27
archaeology,39
archaeopteryx,1
archaic,35
archaism,2
archangel,22
archangels,3
archbishop,188
archbishops,6
archdeacon,6
archdiocese,34
archduchess,2
archduke,46
archdukes,5
archean,1
arched,9
archenemy,13
archeological,15
archeologist,13
archeologists,8
archeology,13
archeopteryx,2
archer,278
archers,69
archery,40
arches,43
archest,1
archetypal,7
archetypally,1
archetype,6
archetypes,3
archetypically,1
archfiend,1
archie,299
archimedes,11
arching,6
archipelago,7
architect,334
architectonic,1
architects,55
architectural,65
architecturally,3
architecture,162
architectures,2
architrave,2
archival,3
archive,67
archived,4
archives,129
archiving,1
archivist,4
archivists,1
archminister,1
archway,12
archy,1
arcing,7
arco,7
arcs,9
arcsine,1
arctic,100
arcturus,2
arcuate,2
ardency,1
ardent,30
ardently,1
arder,2
ardor,7
ardors,1
ardour,4
arduous,34
are,265672
area,3821
areal,1
areally,2
areas,456
ared,3
aren,11946
arena,185
arenas,21
arent,12
areola,7
areolas,4
ares,161
arest,2
aretes,1
arethusa,1
arette,2
arew,2
arf,38
arg,1
argand,3
argent,5
argentina,134
argentine,34
argentinean,10
argentineans,5
argentines,4
argenton,1
argh,295
argillaceous,4
arginine,1
argle,2
argo,42
argon,9
argonaut,1
argonauts,9
argos,10
argosies,1
argosy,13
argot,1
arguably,19
argue,1007
argued,138
arguendo,1
argues,20
argufying,1
arguing,544
argument,867
argumentative,38
arguments,230
argumentum,1
argus,21
argyle,43
argyles,1
argyll,3
aria,35
ariadne,5
arias,8
arid,16
aridity,1
ariel,361
aries,14
aright,17
ariki,2
arioso,2
arise,151
arised,3
arisen,11
arises,53
arising,16
arista,4
aristo,8
aristocracy,32
aristocrat,69
aristocratic,37
aristocrats,112
aristos,3
aristotelian,4
aristotle,61
arithmetic,78
arithmetical,2
arizona,564
arizonans,1
arjun,1
ark,199
arkansas,102
arks,3
arles,6
arlington,56
arm,3336
armada,55
armadillo,154
armadillos,8
armageddon,88
armagnac,3
armament,25
armaments,21
armature,1
armband,14
armbands,8
armchair,21
armchairs,3
armed,1164
armenia,13
armenian,92
armenians,42
armful,12
armfuls,1
armies,178
arming,57
armistice,20
armless,4
armload,4
armlock,1
armoire,8
armor,372
armored,166
armorers,3
armorial,1
armory,95
armour,86
armoured,59
armourer,3
armouries,2
armoury,8
armpit,64
armpits,50
armrest,8
armrests,3
arms,3050
armstrong,264
army,4370
arn,6
arna,3
arnold,431
aroma,69
aromas,7
aromatherapy,16
aromatic,14
aroon,11
arose,42
around,37573
arousable,1
arousal,19
arouse,62
aroused,113
arouses,14
arousing,32
arpeggio,1
arpeggios,11
arr,3
arraign,7
arraigned,33
arraigning,1
arraignment,71
arraignments,1
arrange,791
arranged,824
arrangement,482
arrangements,502
arranger,11
arrangers,3
arranges,18
arranging,95
arrant,5
arras,9
array,108
arrayed,6
arrays,5
arrears,9
arrest,3037
arrested,1781
arrestee,2
arresting,192
arrestment,1
arrests,140
arretez,2
arrhythmia,24
arrhythmias,1
arrhythmic,2
arriba,18
arriere,4
arrival,422
arrivals,41
arrive,953
arrived,1949
arrivederci,60
arrives,469
arriving,394
arrogance,144
arrogancy,1
arrogant,266
arrogantly,3
arrogates,1
arround,7
arrow,400
arrowhead,21
arrowheads,10
arrowing,1
arrowroot,1
arrows,173
arroya,1
arroyo,29
arroz,3
ars,7
arse,191
arsed,1
arsehole,20
arseholes,3
arsenal,102
arsenals,3
arsenic,63
arses,16
arsine,2
arsing,2
arson,153
arsonist,52
arsonists,11
arsphenamine,1
art,3611
arte,9
artefact,11
artefacts,22
artemis,33
artemisia,9
arterial,68
arteries,86
arteriogram,3
arterioles,1
arteriosclerosis,1
arteriovenous,1
arteritis,2
artery,271
artful,9
artfully,7
artha,1
arthel,1
arthritic,13
arthritis,99
arthropod,1
arthropods,2
arthroscopic,7
arthur,1687
arthurian,1
artic,3
artichoke,28
artichokes,10
article,998
articles,308
articular,1
articulate,85
articulated,10
articulates,1
articulating,3
articulation,8
articulatory,1
artifact,56
artifacts,75
artifice,3
artifices,1
artificial,246
artificiality,5
artificially,36
artillery,280
artilleryman,3
artillerymen,1
artisan,5
artisans,6
artist,1460
artiste,30
artistes,7
artistic,251
artistically,14
artistry,24
artists,412
artless,3
artlessly,1
artlet,1
arts,470
artsy,17
artwork,78
artworks,5
arty,55
arugula,6
arusha,10
arx,4
ary,2
aryan,47
aryans,12
as,113068
asafoetida,2
asana,2
asap,154
asb,1
asbestos,66
ascared,3
ascend,47
ascendancy,6
ascendant,34
ascended,22
ascenders,1
ascending,35
ascends,3
ascension,44
ascensionist,1
ascent,16
ascents,1
ascertain,49
ascertainable,1
ascertained,14
ascertaining,5
ascetic,5
ascetics,2
ascites,2
asclepius,2
ascorbate,1
ascorbic,2
ascot,27
ascribe,5
ascribed,2
ascribing,1
aseptic,2
asexual,11
asgard,7
ash,469
ashamed,1396
ashanti,16
ashberry,1
ashcan,7
ashcans,5
ashed,1
ashen,9
asher,122
ashes,503
ashet,3
ashkenazi,2
ashman,6
ashore,317
ashram,15
ashrams,1
ashtray,166
ashtrays,32
ashy,9
asia,270
asian,276
asians,24
asiatic,8
aside,1212
asides,1
asinine,49
ask,24640
askance,4
asked,11029
asker,3
askew,14
asking,6546
askings,1
asks,852
asleep,2541
asmile,1
asmodeus,11
asok,40
asp,6
asparagus,50
aspca,5
aspect,197
aspects,137
aspen,96
aspens,3
asperger,24
asperges,1
aspergillus,10
asperse,1
aspersion,1
aspersions,9
asphalt,49
asphodel,4
asphyxia,21
asphyxiate,8
asphyxiated,11
asphyxiates,1
asphyxiating,3
asphyxiation,36
aspic,15
aspidistra,2
aspirant,1
aspirants,3
aspirate,10
aspirated,15
aspiration,29
aspirations,64
aspire,55
aspired,8
aspires,8
aspirin,395
aspiring,32
aspirins,26
asport,1
asps,5
ass,11545
assai,1
assail,5
assailable,1
assailant,75
assailants,22
assailed,2
assailing,2
assam,2
assassin,302
assassinate,96
assassinated,126
assassinates,2
assassinating,15
assassination,281
assassinations,29
assassinator,1
assassins,125
assault,896
assaulted,184
assaulters,1
assaulting,60
assaultive,2
assaults,47
assay,8
assayed,2
assayers,1
assaying,1
assays,1
assegai,4
assemblage,6
assemble,163
assembled,154
assemblers,1
assembles,9
assemblies,7
assembling,41
assembly,245
assemblyman,37
assemblymen,1
assent,4
assert,43
asserted,1
asserting,14
assertion,14
assertions,5
assertive,23
assertiveness,9
asserts,13
asses,579
assess,83
assessed,23
assesses,1
assessing,27
assessment,158
assessments,12
assessor,11
assessors,1
asset,193
asseth,1
assets,260
asshole,3142
assholes,573
assi,1
assiduous,2
assiduously,5
assiette,1
assign,138
assignation,11
assignations,1
assigned,618
assignees,2
assigning,43
assignment,912
assignments,180
assigns,11
assimilable,2
assimilate,26
assimilated,21
assimilating,5
assimilation,10
assimilationist,2
assis,1
assisi,22
assist,400
assistance,558
assistances,1
assistant,1643
assistants,124
assisted,87
assisting,81
assists,16
assizes,2
assman,3
associate,458
associated,200
associates,250
associating,27
association,414
associations,23
associative,13
assorted,49
assortment,37
asst,2
assuage,6
assuaged,2
assume,1707
assumed,579
assumes,58
assuming,566
assumption,170
assumptions,72
assurance,104
assurances,37
assure,1021
assured,316
assuredly,16
assuredness,1
assures,43
assuring,14
assyria,1
assyrian,3
assyrians,1
ast,15
asta,16
astarboard,1
aster,10
asteria,1
asterisk,23
asterisks,3
astern,55
asteroid,86
asteroids,30
asthma,197
asthmatic,20
asthmatics,5
astigmatism,10
astigmatisms,1
astir,1
astonish,23
astonished,48
astonishes,2
astonishing,87
astonishingly,13
astonishment,14
astor,29
astound,22
astounded,12
astounding,66
astoundingly,1
astounds,6
astr,2
astrachan,2
astrakhan,3
astral,49
astrally,2
astray,76
astre,2
astride,8
astringent,6
astringents,1
astrobiologist,1
astrobiologists,3
astrobiology,1
astrocytoma,2
astrodome,5
astrogation,2
astrogational,2
astrogator,2
astrologer,14
astrologers,9
astrological,15
astrologist,2
astrology,47
astrometric,1
astronaut,202
astronautical,1
astronautics,3
astronauts,100
astronomer,36
astronomers,18
astronomic,3
astronomical,37
astronomically,3
astronomy,67
astrophysical,1
astrophysicist,8
astrophysicists,4
astrophysics,18
astroscope,1
astute,51
astuteness,1
asunder,35
aswell,1
asylum,234
asylums,5
asymmetric,2
asymmetrical,6
asymmetries,1
asymmetry,3
asymptomatic,11
asynchronously,1
asystole,42
at,164072
atabrine,4
atalanta,16
ataraxia,2
atavism,3
atavistic,5
atchison,4
ate,1722
atef,2
atelectasis,2
atelier,2
ately,1
atheism,5
atheist,55
atheistic,2
atheistical,1
atheists,19
athena,34
atheneum,1
athenian,13
athenians,8
athens,117
atherine,1
athing,2
athirst,1
athlete,235
athletes,157
athletic,197
athletically,1
athleticism,11
athletics,32
athwart,2
athwartships,1
ating,1
atlanta,334
atlantean,21
atlantic,504
atlantis,269
atlas,52
atlases,2
atm,142
atman,1
atmo,3
atmos,1
atmosphere,493
atmospheres,7
atmospheric,47
atmospherics,1
atocha,1
atoll,27
atolls,3
atom,140
atomic,249
atomics,3
atomies,2
atomiser,2
atomize,3
atomizer,4
atoms,88
atonal,1
atonality,1
atone,43
atoned,1
atonement,18
atonements,1
atones,1
atonic,1
atoning,8
atop,52
atrabilious,1
atraumatic,1
atremble,3
atresia,4
atreus,8
atria,4
atrial,7
atrium,36
atrocious,35
atrociously,6
atrocities,53
atrocity,32
atrophied,18
atrophies,3
atrophy,21
atrophying,2
atropine,87
atropos,2
att,3
atta,102
attababy,5
attaboy,290
attach,126
attache,5
attached,623
attacher,1
attaches,35
attaching,22
attachment,59
attachments,44
attack,3853
attacked,1219
attacker,73
attackers,20
attacking,408
attacks,578
attagirl,53
attain,47
attainable,7
attained,40
attaining,5
attainment,3
attainments,1
attains,2
attainted,1
attar,1
attatched,1
attempt,975
attempted,392
attempting,204
attempts,220
attend,715
attendance,135
attendant,158
attendants,56
attended,198
attendee,1
attendees,6
attending,364
attends,29
attent,1
attention,5032
attentions,33
attentive,66
attentively,15
attentiveness,3
attenuate,3
attenuated,2
attenuating,1
attenuation,2
atter,15
attercop,1
attest,22
attested,6
attesting,3
attests,1
attic,400
atticism,1
attics,7
attila,131
attire,76
attired,11
attitude,1330
attitudes,69
attitudinal,1
attn,7
attorn,1
attorney,2060
attorneys,219
attract,290
attractants,1
attracted,605
attracting,58
attraction,348
attractions,37
attractive,1256
attractively,3
attractiveness,9
attractor,4
attractors,2
attracts,59
attributable,5
attribute,45
attributed,44
attributes,38
attributing,3
attribution,4
attrition,9
attune,1
attuned,19
attunement,1
atty,1
atypical,19
